Respondent,Response
13092005459,"No, I don't have medical debt."
13092005129,"No, I don't have medical debt."
13092005081,"No, I don't have medical debt."
13092004532,"No, I don't have medical debt."
13092004151,"No, I don't have medical debt."
13092002566,"No, I don't have medical debt."
13092002077,"No, I don't have medical debt."
13092001836,"No, I don't have medical debt."
13092000388,"No, I don't have medical debt."
13092000087,"No, I don't have medical debt."
13091999170,"No, I don't have medical debt."
13091998207,"No, I don't have medical debt."
13091997812,"No, I don't have medical debt."
13091997462,"No, I don't have medical debt."
13091997360,"No, I don't have medical debt."
13091997287,"No, I don't have medical debt."
13091996877,"No, I don't have medical debt."
13091989525,"No, I don't have medical debt."
13091988821,"No, I don't have medical debt."
13091988028,"No, I don't have medical debt."
13091985209,"No, I don't have medical debt."
13091984265,"No, I don't have medical debt."
13091980450,"No, I don't have medical debt."
13091979420,"No, I don't have medical debt."
13091979259,"No, I don't have medical debt."
13091978117,"No, I don't have medical debt."
13091975877,"No, I don't have medical debt."
13091972064,"No, I don't have medical debt."
13091971967,"No, I don't have medical debt."
13091971947,"No, I don't have medical debt."
13091971604,"No, I don't have medical debt."
13091971121,"No, I don't have medical debt."
13091970214,"No, I don't have medical debt."
13091968243,"No, I don't have medical debt."
13091966483,"No, I don't have medical debt."
13091964885,"No, I don't have medical debt."
13091964433,"No, I don't have medical debt."
13091963529,"No, I don't have medical debt."
13091963503,"No, I don't have medical debt."
13091962257,"No, I don't have medical debt."
13091961589,"No, I don't have medical debt."
13091960920,"No, I don't have medical debt."
13091959843,"No, I don't have medical debt."
13091959328,"No, I don't have medical debt."
13091958874,"No, I don't have medical debt."
13091958353,"No, I don't have medical debt."
13091958287,"No, I don't have medical debt."
13091958110,"No, I don't have medical debt."
13091957980,"No, I don't have medical debt."
13091953439,"No, I don't have medical debt."
13091953335,"No, I don't have medical debt."
13091952876,"No, I don't have medical debt."
13091952859,"No, I don't have medical debt."
13091952327,"No, I don't have medical debt."
13091951384,"No, I don't have medical debt."
13091951261,"No, I don't have medical debt."
13091949498,"No, I don't have medical debt."
13091944877,"No, I don't have medical debt."
13091944318,"No, I don't have medical debt."
13091943901,"No, I don't have medical debt."
13091943068,"No, I don't have medical debt."
13091938873,"No, I don't have medical debt."
13091938615,"No, I don't have medical debt."
13091937648,"No, I don't have medical debt."
13091936413,"No, I don't have medical debt."
13091935478,"No, I don't have medical debt."
13091934198,"No, I don't have medical debt."
13091933165,"No, I don't have medical debt."
13091932660,"No, I don't have medical debt."
13091929611,"No, I don't have medical debt."
13091928364,"No, I don't have medical debt."
13091927344,"No, I don't have medical debt."
13091926753,"No, I don't have medical debt."
13091922402,"No, I don't have medical debt."
13091922366,"No, I don't have medical debt."
13091922104,"No, I don't have medical debt."
13091921978,"No, I don't have medical debt."
13091921937,"No, I don't have medical debt."
13091921820,"No, I don't have medical debt."
13091921657,"No, I don't have medical debt."
13091921653,"No, I don't have medical debt."
13091921491,"No, I don't have medical debt."
13091919746,"No, I don't have medical debt."
13091919083,"No, I don't have medical debt."
13091918588,"No, I don't have medical debt."
13091917894,"No, I don't have medical debt."
13091916055,"No, I don't have medical debt."
13091914696,"No, I don't have medical debt."
13091914271,"No, I don't have medical debt."
13091912063,"No, I don't have medical debt."
13091911343,"No, I don't have medical debt."
13091910822,"No, I don't have medical debt."
13091909183,"No, I don't have medical debt."
13091907763,"No, I don't have medical debt."
13091904317,"No, I don't have medical debt."
13091903127,"No, I don't have medical debt."
13091902210,"No, I don't have medical debt."
13091901787,"No, I don't have medical debt."
13091901624,"No, I don't have medical debt."
13091898987,"No, I don't have medical debt."
13091898588,"No, I don't have medical debt."
13091898094,"No, I don't have medical debt."
13091896836,"No, I don't have medical debt."
13091895533,"No, I don't have medical debt."
13091894214,"No, I don't have medical debt."
13091892855,"No, I don't have medical debt."
13091890139,"No, I don't have medical debt."
13091889764,"No, I don't have medical debt."
13091888276,"No, I don't have medical debt."
13091886970,"No, I don't have medical debt."
13091885555,"No, I don't have medical debt."
13091885096,"No, I don't have medical debt."
13091882906,"No, I don't have medical debt."
13091882665,"No, I don't have medical debt."
13091880803,"No, I don't have medical debt."
13091880214,"No, I don't have medical debt."
13091879342,"No, I don't have medical debt."
13091878412,"No, I don't have medical debt."
13091878274,"No, I don't have medical debt."
13091878255,"No, I don't have medical debt."
13091878156,"No, I don't have medical debt."
13091875637,"No, I don't have medical debt."
13091874916,"No, I don't have medical debt."
13091873959,"No, I don't have medical debt."
13091870757,"No, I don't have medical debt."
13091870041,"No, I don't have medical debt."
13091868095,"No, I don't have medical debt."
13091867277,"No, I don't have medical debt."
13091866353,"No, I don't have medical debt."
13091865753,"No, I don't have medical debt."
13091862409,"No, I don't have medical debt."
13091861382,"No, I don't have medical debt."
13091859578,"No, I don't have medical debt."
13091858407,"No, I don't have medical debt."
13091857737,"No, I don't have medical debt."
13091857734,"No, I don't have medical debt."
13091856036,"No, I don't have medical debt."
13091855808,"No, I don't have medical debt."
13091855405,"No, I don't have medical debt."
13091853712,"No, I don't have medical debt."
13091853546,"No, I don't have medical debt."
13091851882,"No, I don't have medical debt."
13091851205,"No, I don't have medical debt."
13091850435,"No, I don't have medical debt."
13091849943,"No, I don't have medical debt."
13091845850,"No, I don't have medical debt."
13091845692,"No, I don't have medical debt."
13091845439,"No, I don't have medical debt."
13091841701,"No, I don't have medical debt."
13091839208,"No, I don't have medical debt."
13091837516,"No, I don't have medical debt."
13091837364,"No, I don't have medical debt."
13091834489,"No, I don't have medical debt."
13091833783,"No, I don't have medical debt."
13091832984,"No, I don't have medical debt."
13091831678,"No, I don't have medical debt."
13091830569,"No, I don't have medical debt."
13091829118,"No, I don't have medical debt."
13091828959,"No, I don't have medical debt."
13091827661,"No, I don't have medical debt."
13091824071,"No, I don't have medical debt."
13091823532,"No, I don't have medical debt."
13091822831,"No, I don't have medical debt."
13091819893,"No, I don't have medical debt."
13091818653,"No, I don't have medical debt."
13091818633,"No, I don't have medical debt."
13091818578,"No, I don't have medical debt."
13091816943,"No, I don't have medical debt."
13091816541,"No, I don't have medical debt."
13091814674,"No, I don't have medical debt."
13091814657,"No, I don't have medical debt."
13091814528,"No, I don't have medical debt."
13091813820,"No, I don't have medical debt."
13091813718,"No, I don't have medical debt."
13091812237,"No, I don't have medical debt."
13091811013,"No, I don't have medical debt."
13091810107,"No, I don't have medical debt."
13091809528,"No, I don't have medical debt."
13091808238,"No, I don't have medical debt."
13091807873,"No, I don't have medical debt."
13091806804,"No, I don't have medical debt."
13091806015,"No, I don't have medical debt."
13091804976,"No, I don't have medical debt."
13091802983,"No, I don't have medical debt."
13091796863,"No, I don't have medical debt."
13091795032,"No, I don't have medical debt."
13091794612,"No, I don't have medical debt."
13091793811,"No, I don't have medical debt."
13091793103,"No, I don't have medical debt."
13091787801,"No, I don't have medical debt."
13091786169,"No, I don't have medical debt."
13091781532,"No, I don't have medical debt."
13091781099,"No, I don't have medical debt."
13091779579,"No, I don't have medical debt."
13091779078,"No, I don't have medical debt."
13091778230,"No, I don't have medical debt."
13091777304,"No, I don't have medical debt."
13091777150,"No, I don't have medical debt."
13091776657,"No, I don't have medical debt."
13091776572,"No, I don't have medical debt."
13091776417,"No, I don't have medical debt."
13091775913,"No, I don't have medical debt."
13091773230,"No, I don't have medical debt."
13091772724,"No, I don't have medical debt."
13091771806,"No, I don't have medical debt."
13091771039,"No, I don't have medical debt."
13091769711,"No, I don't have medical debt."
13091769494,"No, I don't have medical debt."
13091768880,"No, I don't have medical debt."
13091768619,"No, I don't have medical debt."
13091768389,"No, I don't have medical debt."
13091767871,"No, I don't have medical debt."
13091767411,"No, I don't have medical debt."
13091764428,"No, I don't have medical debt."
13091760926,"No, I don't have medical debt."
13091760211,"No, I don't have medical debt."
13091752626,"No, I don't have medical debt."
13091751632,"No, I don't have medical debt."
13091750232,"No, I don't have medical debt."
13091749780,"No, I don't have medical debt."
13091748255,"No, I don't have medical debt."
13091745183,"No, I don't have medical debt."
13091745144,"No, I don't have medical debt."
13091741800,"No, I don't have medical debt."
13091741483,"No, I don't have medical debt."
13091740067,"No, I don't have medical debt."
13091739912,"No, I don't have medical debt."
13091739806,"No, I don't have medical debt."
13091737595,"No, I don't have medical debt."
13091737456,"No, I don't have medical debt."
13091734980,"No, I don't have medical debt."
13091734971,"No, I don't have medical debt."
13091734420,"No, I don't have medical debt."
13091732865,"No, I don't have medical debt."
13091731763,"No, I don't have medical debt."
13091728045,"No, I don't have medical debt."
13091727313,"No, I don't have medical debt."
13091726708,"No, I don't have medical debt."
13091726495,"No, I don't have medical debt."
13091726051,"No, I don't have medical debt."
13091723430,"No, I don't have medical debt."
13091719447,"No, I don't have medical debt."
13091719346,"No, I don't have medical debt."
13091718071,"No, I don't have medical debt."
13091717388,"No, I don't have medical debt."
13091715880,"No, I don't have medical debt."
13091714425,"No, I don't have medical debt."
13091713062,"No, I don't have medical debt."
13091712503,"No, I don't have medical debt."
13091712407,"No, I don't have medical debt."
13091711882,"No, I don't have medical debt."
13091709688,"No, I don't have medical debt."
13091709501,"No, I don't have medical debt."
13091707799,"No, I don't have medical debt."
13091707441,"No, I don't have medical debt."
13091707424,"No, I don't have medical debt."
13091705729,"No, I don't have medical debt."
13091705558,"No, I don't have medical debt."
13091705542,"No, I don't have medical debt."
13091705498,"No, I don't have medical debt."
13091705042,"No, I don't have medical debt."
13091704963,"No, I don't have medical debt."
13091704021,"No, I don't have medical debt."
13091703973,"No, I don't have medical debt."
13091703788,"No, I don't have medical debt."
13091702980,"No, I don't have medical debt."
13091702521,"No, I don't have medical debt."
13091702056,"No, I don't have medical debt."
13091701718,"No, I don't have medical debt."
13091699550,"No, I don't have medical debt."
13091698893,"No, I don't have medical debt."
13091698647,"No, I don't have medical debt."
13091698561,"No, I don't have medical debt."
13091695324,"No, I don't have medical debt."
13091694476,"No, I don't have medical debt."
13091693716,"No, I don't have medical debt."
13091693278,"No, I don't have medical debt."
13091690638,"No, I don't have medical debt."
13091690618,"No, I don't have medical debt."
13091681295,"No, I don't have medical debt."
13091680493,"No, I don't have medical debt."
13091670417,"No, I don't have medical debt."
13091666397,"No, I don't have medical debt."
13091664393,"No, I don't have medical debt."
13091664368,"No, I don't have medical debt."
13091664201,"No, I don't have medical debt."
13091664181,"No, I don't have medical debt."
13091661188,"No, I don't have medical debt."
13091660440,"No, I don't have medical debt."
13091660389,"No, I don't have medical debt."
13091660273,"No, I don't have medical debt."
13091660098,"No, I don't have medical debt."
13091660076,"No, I don't have medical debt."
13091659300,"No, I don't have medical debt."
13091658637,"No, I don't have medical debt."
13091658011,"No, I don't have medical debt."
13091655741,"No, I don't have medical debt."
13091655582,"No, I don't have medical debt."
13091655145,"No, I don't have medical debt."
13091651408,"No, I don't have medical debt."
13091651405,"No, I don't have medical debt."
13091648488,"No, I don't have medical debt."
13091647726,"No, I don't have medical debt."
13091647636,"No, I don't have medical debt."
13091646586,"No, I don't have medical debt."
13091643173,"No, I don't have medical debt."
13091642272,"No, I don't have medical debt."
13091638205,"No, I don't have medical debt."
13091635360,"No, I don't have medical debt."
13091634699,"No, I don't have medical debt."
13091634200,"No, I don't have medical debt."
13091631198,"No, I don't have medical debt."
13091626194,"No, I don't have medical debt."
13091624604,"No, I don't have medical debt."
13091624259,"No, I don't have medical debt."
13091624141,"No, I don't have medical debt."
13091623896,"No, I don't have medical debt."
13091622435,"No, I don't have medical debt."
13091620887,"No, I don't have medical debt."
13091619510,"No, I don't have medical debt."
13091619348,"No, I don't have medical debt."
13091619210,"No, I don't have medical debt."
13091618852,"No, I don't have medical debt."
13091614618,"No, I don't have medical debt."
13091612741,"No, I don't have medical debt."
13091611786,"No, I don't have medical debt."
13091610539,"No, I don't have medical debt."
13091610525,"No, I don't have medical debt."
13091610421,"No, I don't have medical debt."
13091605237,"No, I don't have medical debt."
13091602443,"No, I don't have medical debt."
13091602026,"No, I don't have medical debt."
13091601397,"No, I don't have medical debt."
13091599117,"No, I don't have medical debt."
13091597511,"No, I don't have medical debt."
13091594257,"No, I don't have medical debt."
13091593057,"No, I don't have medical debt."
13091592104,"No, I don't have medical debt."
13091588202,"No, I don't have medical debt."
13091587646,"No, I don't have medical debt."
13091587593,"No, I don't have medical debt."
13091586404,"No, I don't have medical debt."
13091584330,"No, I don't have medical debt."
13091584264,"No, I don't have medical debt."
13091583816,"No, I don't have medical debt."
13091583233,"No, I don't have medical debt."
13091582888,"No, I don't have medical debt."
13091582038,"No, I don't have medical debt."
13091579814,"No, I don't have medical debt."
13091579782,"No, I don't have medical debt."
13091578888,"No, I don't have medical debt."
13091576173,"No, I don't have medical debt."
13091574422,"No, I don't have medical debt."
13091570388,"No, I don't have medical debt."
13091562219,"No, I don't have medical debt."
13091562017,"No, I don't have medical debt."
13091560749,"No, I don't have medical debt."
13091558523,"No, I don't have medical debt."
13091557475,"No, I don't have medical debt."
13091556185,"No, I don't have medical debt."
13091555658,"No, I don't have medical debt."
13091552182,"No, I don't have medical debt."
13091549992,"No, I don't have medical debt."
13091549051,"No, I don't have medical debt."
13091548204,"No, I don't have medical debt."
13091547960,"No, I don't have medical debt."
13091547936,"No, I don't have medical debt."
13091547897,"No, I don't have medical debt."
13091547163,"No, I don't have medical debt."
13091546816,"No, I don't have medical debt."
13091546304,"No, I don't have medical debt."
13091544920,"No, I don't have medical debt."
13091543170,"No, I don't have medical debt."
13091541055,"No, I don't have medical debt."
13091540657,"No, I don't have medical debt."
13091538429,"No, I don't have medical debt."
13091538176,"No, I don't have medical debt."
13087048512,"No, I don't have medical debt."
13087045771,"No, I don't have medical debt."
13087044482,"No, I don't have medical debt."
13087044256,"No, I don't have medical debt."
13087041203,"No, I don't have medical debt."
13087037458,"No, I don't have medical debt."
13087027745,"No, I don't have medical debt."
13087021138,"No, I don't have medical debt."
13087020315,"No, I don't have medical debt."
13087019009,"No, I don't have medical debt."
13087015257,"No, I don't have medical debt."
13087010257,"No, I don't have medical debt."
13087006760,"No, I don't have medical debt."
13087003079,"No, I don't have medical debt."
13086999342,"No, I don't have medical debt."
13086992310,"No, I don't have medical debt."
13086989471,"No, I don't have medical debt."
13086986603,"No, I don't have medical debt."
13086983653,"No, I don't have medical debt."
13086975531,"No, I don't have medical debt."
13086966226,"No, I don't have medical debt."
13086963877,"No, I don't have medical debt."
13086958736,"No, I don't have medical debt."
13086956369,"No, I don't have medical debt."
13086953938,"No, I don't have medical debt."
13086946866,"No, I don't have medical debt."
13086943927,"No, I don't have medical debt."
13086942127,"No, I don't have medical debt."
13086936708,"No, I don't have medical debt."
13086932907,"No, I don't have medical debt."
13086925754,"No, I don't have medical debt."
13086925688,"No, I don't have medical debt."
13086924310,"No, I don't have medical debt."
13086918990,"No, I don't have medical debt."
13086918763,"No, I don't have medical debt."
13086915774,"No, I don't have medical debt."
13086911784,"No, I don't have medical debt."
13086908352,"No, I don't have medical debt."
13086905231,"No, I don't have medical debt."
13086903502,"No, I don't have medical debt."
13086896763,"No, I don't have medical debt."
13086893663,"No, I don't have medical debt."
13086891145,"No, I don't have medical debt."
13086887569,"No, I don't have medical debt."
13086880846,"No, I don't have medical debt."
13086874885,"No, I don't have medical debt."
13086870304,"No, I don't have medical debt."
13086866944,"No, I don't have medical debt."
13086863066,"No, I don't have medical debt."
13086855274,"No, I don't have medical debt."
13086851783,"No, I don't have medical debt."
13086848679,"No, I don't have medical debt."
13086844780,"No, I don't have medical debt."
13086840959,"No, I don't have medical debt."
13086837202,"No, I don't have medical debt."
13086834559,"No, I don't have medical debt."
13086824835,"No, I don't have medical debt."
13086820973,"No, I don't have medical debt."
13086807407,"No, I don't have medical debt."
13086802659,"No, I don't have medical debt."
13086802612,"No, I don't have medical debt."
13086794272,"No, I don't have medical debt."
13086790162,"No, I don't have medical debt."
13086776270,"No, I don't have medical debt."
13086775362,"No, I don't have medical debt."
13086772861,"No, I don't have medical debt."
13086772856,"No, I don't have medical debt."
13086764761,"No, I don't have medical debt."
13086763682,"No, I don't have medical debt."
13086757300,"No, I don't have medical debt."
13086757008,"No, I don't have medical debt."
13086755451,"No, I don't have medical debt."
13086753198,"No, I don't have medical debt."
13086750631,"No, I don't have medical debt."
13086746951,"No, I don't have medical debt."
13086743020,"No, I don't have medical debt."
13086739316,"No, I don't have medical debt."
13086738563,"No, I don't have medical debt."
13086738512,"No, I don't have medical debt."
13086734718,"No, I don't have medical debt."
13086733515,"No, I don't have medical debt."
13086733289,"No, I don't have medical debt."
13086728912,"No, I don't have medical debt."
13086725566,"No, I don't have medical debt."
13086725199,"No, I don't have medical debt."
13086723613,"No, I don't have medical debt."
13086720967,"No, I don't have medical debt."
13086720551,"No, I don't have medical debt."
13086715337,"No, I don't have medical debt."
13086715195,"No, I don't have medical debt."
13086713997,"No, I don't have medical debt."
13086710617,"No, I don't have medical debt."
13086706082,"No, I don't have medical debt."
13086705974,"No, I don't have medical debt."
13086705126,"No, I don't have medical debt."
13086705004,"No, I don't have medical debt."
13086704942,"No, I don't have medical debt."
13086704643,"No, I don't have medical debt."
13086702968,"No, I don't have medical debt."
13086702966,"No, I don't have medical debt."
13086700863,"No, I don't have medical debt."
13086698728,"No, I don't have medical debt."
13086696402,"No, I don't have medical debt."
13086696207,"No, I don't have medical debt."
13086695998,"No, I don't have medical debt."
13086691893,"No, I don't have medical debt."
13086687296,"No, I don't have medical debt."
13086685430,"No, I don't have medical debt."
13086683090,"No, I don't have medical debt."
13086683011,"No, I don't have medical debt."
13086682604,"No, I don't have medical debt."
13086681742,"No, I don't have medical debt."
13086681197,"No, I don't have medical debt."
13086680904,"No, I don't have medical debt."
13086680597,"No, I don't have medical debt."
13086680360,"No, I don't have medical debt."
13086679976,"No, I don't have medical debt."
13086679909,"No, I don't have medical debt."
13086679530,"No, I don't have medical debt."
13086679465,"No, I don't have medical debt."
13086679360,"No, I don't have medical debt."
13086678768,"No, I don't have medical debt."
13086677274,"No, I don't have medical debt."
13086677110,"No, I don't have medical debt."
13086676648,"No, I don't have medical debt."
13086676609,"No, I don't have medical debt."
13086676103,"No, I don't have medical debt."
13086675985,"No, I don't have medical debt."
13086675874,"No, I don't have medical debt."
13086675823,"No, I don't have medical debt."
13086675618,"No, I don't have medical debt."
13086675407,"No, I don't have medical debt."
13086675273,"No, I don't have medical debt."
13086675266,"No, I don't have medical debt."
13086674967,"No, I don't have medical debt."
13086673929,"No, I don't have medical debt."
13086673865,"No, I don't have medical debt."
13086673504,"No, I don't have medical debt."
13086672430,"No, I don't have medical debt."
13086672164,"No, I don't have medical debt."
13086672073,"No, I don't have medical debt."
13086672035,"No, I don't have medical debt."
13086672014,"No, I don't have medical debt."
13086672011,"No, I don't have medical debt."
13086671731,"No, I don't have medical debt."
13086671679,"No, I don't have medical debt."
13086671500,"No, I don't have medical debt."
13086671039,"No, I don't have medical debt."
13086670792,"No, I don't have medical debt."
13086670417,"No, I don't have medical debt."
13086670242,"No, I don't have medical debt."
13086670240,"No, I don't have medical debt."
13086669936,"No, I don't have medical debt."
13086669766,"No, I don't have medical debt."
13086669753,"No, I don't have medical debt."
13086669578,"No, I don't have medical debt."
13086669536,"No, I don't have medical debt."
13086669477,"No, I don't have medical debt."
13086669397,"No, I don't have medical debt."
13086669330,"No, I don't have medical debt."
13086668887,"No, I don't have medical debt."
13086668604,"No, I don't have medical debt."
13086668540,"No, I don't have medical debt."
13086667714,"No, I don't have medical debt."
13086667706,"No, I don't have medical debt."
13086667289,"No, I don't have medical debt."
13086666722,"No, I don't have medical debt."
13086666540,"No, I don't have medical debt."
13086665912,"No, I don't have medical debt."
13086665354,"No, I don't have medical debt."
13086665276,"No, I don't have medical debt."
13086665024,"No, I don't have medical debt."
13086664677,"No, I don't have medical debt."
13086664299,"No, I don't have medical debt."
13086663200,"No, I don't have medical debt."
13086663081,"No, I don't have medical debt."
13086662783,"No, I don't have medical debt."
13086662705,"No, I don't have medical debt."
13086662618,"No, I don't have medical debt."
13086662433,"No, I don't have medical debt."
13086662430,"No, I don't have medical debt."
13086662217,"No, I don't have medical debt."
13086661941,"No, I don't have medical debt."
13086661706,"No, I don't have medical debt."
13086661668,"No, I don't have medical debt."
13086661570,"No, I don't have medical debt."
13086661255,"No, I don't have medical debt."
13086661104,"No, I don't have medical debt."
13086660554,"No, I don't have medical debt."
13086659877,"No, I don't have medical debt."
13086659769,"No, I don't have medical debt."
13086659378,"No, I don't have medical debt."
13086658869,"No, I don't have medical debt."
13086658053,"No, I don't have medical debt."
13086657972,"No, I don't have medical debt."
13086656375,"No, I don't have medical debt."
13086656226,"No, I don't have medical debt."
13086656114,"No, I don't have medical debt."
13086655067,"No, I don't have medical debt."
13086654773,"No, I don't have medical debt."
13086654709,"No, I don't have medical debt."
13086653958,"No, I don't have medical debt."
13086653875,"No, I don't have medical debt."
13086653078,"No, I don't have medical debt."
13086652620,"No, I don't have medical debt."
13086651147,"No, I don't have medical debt."
13086650185,"No, I don't have medical debt."
13086649525,"No, I don't have medical debt."
13086649050,"No, I don't have medical debt."
13086648970,"No, I don't have medical debt."
13086648870,"No, I don't have medical debt."
13086648677,"No, I don't have medical debt."
13086648036,"No, I don't have medical debt."
13086647674,"No, I don't have medical debt."
13086646871,"No, I don't have medical debt."
13086646495,"No, I don't have medical debt."
13086646432,"No, I don't have medical debt."
13086645714,"No, I don't have medical debt."
13086645111,"No, I don't have medical debt."
13086645089,"No, I don't have medical debt."
13086644751,"No, I don't have medical debt."
13086644449,"No, I don't have medical debt."
13086644422,"No, I don't have medical debt."
13086643743,"No, I don't have medical debt."
13086643231,"No, I don't have medical debt."
13086643019,"No, I don't have medical debt."
13086642806,"No, I don't have medical debt."
13086642703,"No, I don't have medical debt."
13086642250,"No, I don't have medical debt."
13086641694,"No, I don't have medical debt."
13086640713,"No, I don't have medical debt."
13086640094,"No, I don't have medical debt."
13086640026,"No, I don't have medical debt."
13086639853,"No, I don't have medical debt."
13086639673,"No, I don't have medical debt."
13086639492,"No, I don't have medical debt."
13086639061,"No, I don't have medical debt."
13086638447,"No, I don't have medical debt."
13086638355,"No, I don't have medical debt."
13086637454,"No, I don't have medical debt."
13086637326,"No, I don't have medical debt."
13086637148,"No, I don't have medical debt."
13086636771,"No, I don't have medical debt."
13086636667,"No, I don't have medical debt."
13086636565,"No, I don't have medical debt."
13086636338,"No, I don't have medical debt."
13086636182,"No, I don't have medical debt."
13086635702,"No, I don't have medical debt."
13086635546,"No, I don't have medical debt."
13086634844,"No, I don't have medical debt."
13086633023,"No, I don't have medical debt."
13086632433,"No, I don't have medical debt."
13086631148,"No, I don't have medical debt."
13086629679,"No, I don't have medical debt."
13086627894,"No, I don't have medical debt."
13086627279,"No, I don't have medical debt."
13086626645,"No, I don't have medical debt."
13086624940,"No, I don't have medical debt."
13086624221,"No, I don't have medical debt."
13086622487,"No, I don't have medical debt."
13086621192,"No, I don't have medical debt."
13086617788,"No, I don't have medical debt."
13086616535,"No, I don't have medical debt."
13086616178,"No, I don't have medical debt."
13086614856,"No, I don't have medical debt."
13086613267,"No, I don't have medical debt."
13086612400,"No, I don't have medical debt."
13086610693,"No, I don't have medical debt."
13086609392,"No, I don't have medical debt."
13086605372,"No, I don't have medical debt."
13086604821,"No, I don't have medical debt."
13086601126,"No, I don't have medical debt."
13086600345,"No, I don't have medical debt."
13086597823,"No, I don't have medical debt."
13086595189,"No, I don't have medical debt."
13086594281,"No, I don't have medical debt."
13086593510,"No, I don't have medical debt."
13086593408,"No, I don't have medical debt."
13086592623,"No, I don't have medical debt."
13086587246,"No, I don't have medical debt."
13086587191,"No, I don't have medical debt."
13086584080,"No, I don't have medical debt."
13086583252,"No, I don't have medical debt."
13086582699,"No, I don't have medical debt."
13086582460,"No, I don't have medical debt."
13086579691,"No, I don't have medical debt."
13086579456,"No, I don't have medical debt."
13086578751,"No, I don't have medical debt."
13086578578,"No, I don't have medical debt."
13086578368,"No, I don't have medical debt."
13086578329,"No, I don't have medical debt."
13086578320,"No, I don't have medical debt."
13086578097,"No, I don't have medical debt."
13086578018,"No, I don't have medical debt."
13086577669,"No, I don't have medical debt."
13086577549,"No, I don't have medical debt."
13086576798,"No, I don't have medical debt."
13086576528,"No, I don't have medical debt."
13086572833,"No, I don't have medical debt."
13086571829,"No, I don't have medical debt."
13086571794,"No, I don't have medical debt."
13086571341,"No, I don't have medical debt."
13086570543,"No, I don't have medical debt."
13086569620,"No, I don't have medical debt."
13086569586,"No, I don't have medical debt."
13086566865,"No, I don't have medical debt."
13086566480,"No, I don't have medical debt."
13086566026,"No, I don't have medical debt."
13086562785,"No, I don't have medical debt."
13086562598,"No, I don't have medical debt."
13086561311,"No, I don't have medical debt."
13086560723,"No, I don't have medical debt."
13086560031,"No, I don't have medical debt."
13086558723,"No, I don't have medical debt."
13086554068,"No, I don't have medical debt."
13086553366,"No, I don't have medical debt."
13086552878,"No, I don't have medical debt."
13086550212,"No, I don't have medical debt."
13086549957,"No, I don't have medical debt."
13086548431,"No, I don't have medical debt."
13086548167,"No, I don't have medical debt."
13086547213,"No, I don't have medical debt."
13086546739,"No, I don't have medical debt."
13086546363,"No, I don't have medical debt."
13086545822,"No, I don't have medical debt."
13086545137,"No, I don't have medical debt."
13086543808,"No, I don't have medical debt."
13086542764,"No, I don't have medical debt."
13086540985,"No, I don't have medical debt."
13086536912,"No, I don't have medical debt."
13086535825,"No, I don't have medical debt."
13086535598,"No, I don't have medical debt."
13086535452,"No, I don't have medical debt."
13086535295,"No, I don't have medical debt."
13086535095,"No, I don't have medical debt."
13086533982,"No, I don't have medical debt."
13086533757,"No, I don't have medical debt."
13086533302,"No, I don't have medical debt."
13086530195,"No, I don't have medical debt."
13086530000,"No, I don't have medical debt."
13086529937,"No, I don't have medical debt."
13086529926,"No, I don't have medical debt."
13086528123,"No, I don't have medical debt."
13086527315,"No, I don't have medical debt."
13086527092,"No, I don't have medical debt."
13086525225,"No, I don't have medical debt."
13086525160,"No, I don't have medical debt."
13086524494,"No, I don't have medical debt."
13086524023,"No, I don't have medical debt."
13086523746,"No, I don't have medical debt."
13086522151,"No, I don't have medical debt."
13086521966,"No, I don't have medical debt."
13086521448,"No, I don't have medical debt."
13086519493,"No, I don't have medical debt."
13086514412,"No, I don't have medical debt."
13086513275,"No, I don't have medical debt."
13086512473,"No, I don't have medical debt."
13086511977,"No, I don't have medical debt."
13086510168,"No, I don't have medical debt."
13086509631,"No, I don't have medical debt."
13086507652,"No, I don't have medical debt."
13086507096,"No, I don't have medical debt."
13086506713,"No, I don't have medical debt."
13086506407,"No, I don't have medical debt."
13086506331,"No, I don't have medical debt."
13086503289,"No, I don't have medical debt."
13086503087,"No, I don't have medical debt."
13086500584,"No, I don't have medical debt."
13086495932,"No, I don't have medical debt."
13086495815,"No, I don't have medical debt."
13086494460,"No, I don't have medical debt."
13086494325,"No, I don't have medical debt."
13086489129,"No, I don't have medical debt."
13086488624,"No, I don't have medical debt."
13086488249,"No, I don't have medical debt."
13086487752,"No, I don't have medical debt."
13086486699,"No, I don't have medical debt."
13086478302,"No, I don't have medical debt."
13086477483,"No, I don't have medical debt."
13086477312,"No, I don't have medical debt."
13086474370,"No, I don't have medical debt."
13086474229,"No, I don't have medical debt."
13086472890,"No, I don't have medical debt."
13086470943,"No, I don't have medical debt."
13086468686,"No, I don't have medical debt."
13086468343,"No, I don't have medical debt."
13086468153,"No, I don't have medical debt."
13086466707,"No, I don't have medical debt."
13086465395,"No, I don't have medical debt."
13086460660,"No, I don't have medical debt."
13086460661,"No, I don't have medical debt."
13086458840,"No, I don't have medical debt."
13086454977,"No, I don't have medical debt."
13086454238,"No, I don't have medical debt."
13086454072,"No, I don't have medical debt."
13086453788,"No, I don't have medical debt."
13086452330,"No, I don't have medical debt."
13086451810,"No, I don't have medical debt."
13086446111,"No, I don't have medical debt."
13086445986,"No, I don't have medical debt."
